id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,flight_duration_minutes,flight_duration_days
2394,LY,388,EL AL ISRAEL AIRLINES,2026-07-15T03:40:00,2026-07-15T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2395,LY,392,EL AL ISRAEL AIRLINES,2026-07-15T03:40:00,2026-07-15T03:40:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2396,SK,3180,SAS,2026-07-15T03:40:00,2026-07-15T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2397,TP,8901,AIR PORTUGAL,2026-07-15T03:40:00,2026-07-15T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2398,AM,7858,AERO MEXICO,2026-07-15T03:50:00,2026-07-15T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2399,DL,7427,DELTA AIRLINES,2026-07-15T03:50:00,2026-07-15T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2400,LO,151,LOT POLISH AIRLINES,2026-07-15T03:50:00,2026-07-15T03:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2401,LY,004,EL AL ISRAEL AIRLINES,2026-07-15T03:50:00,2026-07-15T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2402,LY,9256,EL AL ISRAEL AIRLINES,2026-07-15T03:50:00,2026-07-15T03:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2403,6H,152,ISRAIR AIRLINES,2026-07-15T03:50:00,2026-07-15T03:50:00,A,AGP,MALAGA,מלגה,MALAGA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2404,AF,7072,AIR FRANCE,2026-07-15T04:00:00,2026-07-15T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2405,AM,7854,AERO MEXICO,2026-07-15T04:00:00,2026-07-15T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2406,LY,326,EL AL ISRAEL AIRLINES,2026-07-15T04:00:00,2026-07-15T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2407,SK,3158,SAS,2026-07-15T04:00:00,2026-07-15T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2408,6H,348,ISRAIR AIRLINES,2026-07-15T04:15:00,2026-07-15T04:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2409,LY,314,EL AL ISRAEL AIRLINES,2026-07-15T04:20:00,2026-07-15T04:20:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2410,AM,7878,AERO MEXICO,2026-07-15T04:25:00,2026-07-15T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2411,AR,7852,AEROLINEAS ARGENTINAS S.A.,2026-07-15T04:25:00,2026-07-15T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2412,IB,7717,IBERIA,2026-07-15T04:25:00,2026-07-15T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2413,LY,398,EL AL ISRAEL AIRLINES,2026-07-15T04:25:00,2026-07-15T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2414,NO,9030,NEOS,2026-07-15T04:25:00,2026-07-15T04:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2415,6H,824,ISRAIR AIRLINES,2026-07-15T04:25:00,2026-07-15T04:25:00,A,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2416,QS,1286,SMARTWINGS,2026-07-15T04:35:00,2026-07-15T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2417,LY,5182,EL AL ISRAEL AIRLINES,2026-07-15T04:40:00,2026-07-15T04:40:00,A,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2418,NO,2610,NEOS,2026-07-15T04:45:00,2026-07-15T04:45:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2419,IZ,0412B,ARKIA  ISRAELI  AIRLINES,2026-07-15T04:50:00,2026-07-15T04:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2420,IZ,1162,ARKIA  ISRAELI  AIRLINES,2026-07-15T04:50:00,2026-07-15T04:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2421,LY,251,EL AL ISRAEL AIRLINES,2026-07-15T04:50:00,2026-07-15T04:50:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2422,LY,311,EL AL ISRAEL AIRLINES,2026-07-15T04:50:00,2026-07-15T04:50:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,ON TIME,בזמן,0.0,0.0
2423,6H,729,ISRAIR AIRLINES,2026-07-15T04:50:00,2026-07-15T04:50:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,ON TIME,בזמן,0.0,0.0
2424,OS,1083,AUSTRIAN AIRLINES,2026-07-15T04:55:00,2026-07-15T04:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2425,3E,202,ELECTRA AIRWAYS,2026-07-15T04:55:00,2026-07-15T04:55:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,ON TIME,בזמן,0.0,0.0
2426,AM,7879,AERO MEXICO,2026-07-15T05:00:00,2026-07-15T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2427,AR,7853,AEROLINEAS ARGENTINAS S.A.,2026-07-15T05:00:00,2026-07-15T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2428,A3,929,AEGEAN  AIRLINES,2026-07-15T05:00:00,2026-07-15T05:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,0.0,0.0
2429,IB,7714,IBERIA,2026-07-15T05:00:00,2026-07-15T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2430,JU,7616,AIR SERBIA,2026-07-15T05:00:00,2026-07-15T05:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,0.0,0.0
2431,LY,395,EL AL ISRAEL AIRLINES,2026-07-15T05:00:00,2026-07-15T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2432,LY,5183,EL AL ISRAEL AIRLINES,2026-07-15T05:00:00,2026-07-15T05:00:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,,,ON TIME,בזמן,0.0,0.0
2433,LY,5193,EL AL ISRAEL AIRLINES,2026-07-15T05:00:00,2026-07-15T05:00:00,D,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,1.0,,,ON TIME,בזמן,0.0,0.0
2434,AM,7876,AERO MEXICO,2026-07-15T05:05:00,2026-07-15T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2435,BT,771,AIR BALTIC,2026-07-15T05:05:00,2026-07-15T05:05:00,A,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2436,LO,152,LOT POLISH AIRLINES,2026-07-15T05:05:00,2026-07-15T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,ON TIME,בזמן,0.0,0.0
2437,LY,318,EL AL ISRAEL AIRLINES,2026-07-15T05:05:00,2026-07-15T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2438,LY,8072,EL AL ISRAEL AIRLINES,2026-07-15T05:05:00,2026-07-15T05:05:00,A,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2439,LY,9255,EL AL ISRAEL AIRLINES,2026-07-15T05:05:00,2026-07-15T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,ON TIME,בזמן,0.0,0.0
2440,SK,3174,SAS,2026-07-15T05:05:00,2026-07-15T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2441,VS,7496,VIRGIN ATLANTIC AIRWAYS,2026-07-15T05:05:00,2026-07-15T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2442,EY,609,ETIHAD AIRWAYS,2026-07-15T05:10:00,2026-07-15T05:10:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2443,LY,549,EL AL ISRAEL AIRLINES,2026-07-15T05:10:00,2026-07-15T05:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,0.0,0.0
2444,LY,9610,EL AL ISRAEL AIRLINES,2026-07-15T05:10:00,2026-07-15T05:10:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2445,6H,881,ISRAIR AIRLINES,2026-07-15T05:10:00,2026-07-15T05:10:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,1.0,,,ON TIME,בזמן,0.0,0.0
2446,AC,9915,AIR CANADA,2026-07-15T05:15:00,2026-07-15T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2447,AZ,809,ITALIA TRASPORTO AEREO,2026-07-15T05:15:00,2026-07-15T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2448,LH,5235,LUFTHANSA,2026-07-15T05:15:00,2026-07-15T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2449,LY,5113,EL AL ISRAEL AIRLINES,2026-07-15T05:15:00,2026-07-15T05:15:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1.0,,,ON TIME,בזמן,0.0,0.0
2450,LY,5245,EL AL ISRAEL AIRLINES,2026-07-15T05:15:00,2026-07-15T05:15:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,1.0,,,ON TIME,בזמן,0.0,0.0
2451,6H,894,ISRAIR AIRLINES,2026-07-15T05:15:00,2026-07-15T05:15:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2452,A3,529,AEGEAN  AIRLINES,2026-07-15T05:20:00,2026-07-15T05:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,ON TIME,בזמן,0.0,0.0
2453,LY,376,EL AL ISRAEL AIRLINES,2026-07-15T05:25:00,2026-07-15T05:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2454,TP,8913,AIR PORTUGAL,2026-07-15T05:25:00,2026-07-15T05:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2455,LY,5107,EL AL ISRAEL AIRLINES,2026-07-15T05:30:00,2026-07-15T05:30:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,,,ON TIME,בזמן,0.0,0.0
2456,AF,7067,AIR FRANCE,2026-07-15T05:35:00,2026-07-15T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2457,AM,7867,AERO MEXICO,2026-07-15T05:35:00,2026-07-15T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2458,LY,2365,EL AL ISRAEL AIRLINES,2026-07-15T05:35:00,2026-07-15T05:35:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,ON TIME,בזמן,0.0,0.0
2459,LY,319,EL AL ISRAEL AIRLINES,2026-07-15T05:35:00,2026-07-15T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2460,QS,1287,SMARTWINGS,2026-07-15T05:35:00,2026-07-15T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,ON TIME,בזמן,0.0,0.0
2461,SK,3161,SAS,2026-07-15T05:35:00,2026-07-15T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2462,IB,7712,IBERIA,2026-07-15T05:45:00,2026-07-15T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2463,LY,393,EL AL ISRAEL AIRLINES,2026-07-15T05:45:00,2026-07-15T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,ON TIME,בזמן,0.0,0.0
2464,6H,727,ISRAIR AIRLINES,2026-07-15T05:45:00,2026-07-15T05:45:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,ON TIME,בזמן,0.0,0.0
2465,EY,595,ETIHAD AIRWAYS,2026-07-15T05:50:00,2026-07-15T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2466,LY,9604,EL AL ISRAEL AIRLINES,2026-07-15T05:50:00,2026-07-15T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2467,MU,4998,CHINA EASTERN AIRLINES Co. Ltd,2026-07-15T05:50:00,2026-07-15T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2468,UL,2593,SRILANKA AIRLINES,2026-07-15T05:50:00,2026-07-15T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2469,IZ,531,ARKIA  ISRAELI  AIRLINES,2026-07-15T05:55:00,2026-07-15T05:55:00,D,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3.0,,,ON TIME,בזמן,0.0,0.0
2470,LIL,9141,FLY LILI,2026-07-15T05:55:00,2026-07-15T05:55:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,ON TIME,בזמן,0.0,0.0
2471,NO,2611,NEOS,2026-07-15T05:55:00,2026-07-15T05:55:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2472,IZ,481,ARKIA  ISRAELI  AIRLINES,2026-07-15T06:00:00,2026-07-15T06:00:00,D,CGN,COLOGNE-BONN,קלן,COLOGNE,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2473,LY,353,EL AL ISRAEL AIRLINES,2026-07-15T06:00:00,2026-07-15T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2474,LY,5035,EL AL ISRAEL AIRLINES,2026-07-15T06:00:00,2026-07-15T06:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1.0,,,ON TIME,בזמן,0.0,0.0
2475,LY,5101,EL AL ISRAEL AIRLINES,2026-07-15T06:00:00,2026-07-15T06:00:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,ON TIME,בזמן,0.0,0.0
2476,OS,084,AUSTRIAN AIRLINES,2026-07-15T06:00:00,2026-07-15T06:00:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,ON TIME,בזמן,0.0,0.0
2477,SK,3165,SAS,2026-07-15T06:00:00,2026-07-15T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2478,AR,7857,AEROLINEAS ARGENTINAS S.A.,2026-07-15T06:05:00,2026-07-15T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2479,LY,357,EL AL ISRAEL AIRLINES,2026-07-15T06:05:00,2026-07-15T06:05:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2480,LY,385,EL AL ISRAEL AIRLINES,2026-07-15T06:05:00,2026-07-15T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2481,SK,3167,SAS,2026-07-15T06:05:00,2026-07-15T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2482,TP,8898,AIR PORTUGAL,2026-07-15T06:05:00,2026-07-15T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,0.0,0.0
2483,BT,772,AIR BALTIC,2026-07-15T06:10:00,2026-07-15T06:10:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,ON TIME,בזמן,0.0,0.0
2484,LY,345,EL AL ISRAEL AIRLINES,2026-07-15T06:10:00,2026-07-15T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3.0,,,ON TIME,בזמן,0.0,0.0
2485,LY,8071,EL AL ISRAEL AIRLINES,2026-07-15T06:10:00,2026-07-15T06:10:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,ON TIME,בזמן,0.0,0.0
2486,ET,404,ETHIOPIAN AIRLINES,2026-07-15T06:20:00,2026-07-15T06:20:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2487,IZ,163,ARKIA  ISRAELI  AIRLINES,2026-07-15T06:20:00,2026-07-15T06:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,,,ON TIME,בזמן,0.0,0.0
2488,IZ,801,ARKIA  ISRAELI  AIRLINES,2026-07-15T06:20:00,2026-07-15T06:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,ON TIME,בזמן,0.0,0.0
2489,LY,2371,EL AL ISRAEL AIRLINES,2026-07-15T06:20:00,2026-07-15T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2490,LY,8804,EL AL ISRAEL AIRLINES,2026-07-15T06:20:00,2026-07-15T06:20:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2491,SK,3157,SAS,2026-07-15T06:20:00,2026-07-15T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,ON TIME,בזמן,0.0,0.0
2492,AF,6173,AIR FRANCE,2026-07-15T06:30:00,2026-07-15T06:30:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2493,LY,223,EL AL ISRAEL AIRLINES,2026-07-15T06:30:00,2026-07-15T06:30:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,,,ON TIME,בזמן,0.0,0.0
2494,LY,573,EL AL ISRAEL AIRLINES,2026-07-15T06:30:00,2026-07-15T06:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,ON TIME,בזמן,0.0,0.0
2495,RO,9102,TAROM - ROMANIAN AIR TRANSPORT,2026-07-15T06:30:00,2026-07-15T06:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,ON TIME,בזמן,0.0,0.0
2496,BT,6677,AIR BALTIC,2026-07-15T06:40:00,2026-07-15T06:40:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,ON TIME,בזמן,0.0,0.0
2497,LY,2521,EL AL ISRAEL AIRLINES,2026-07-15T06:40:00,2026-07-15T06:40:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,ON TIME,בזמן,0.0,0.0
2498,LY,361,EL AL ISRAEL AIRLINES,2026-07-15T06:40:00,2026-07-15T06:40:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,ON TIME,בזמן,0.0,0.0
2499,IZ,423,ARKIA  ISRAELI  AIRLINES,2026-07-15T06:45:00,2026-07-15T06:45:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,ON TIME,בזמן,0.0,0.0
2500,LY,082,EL AL ISRAEL AIRLINES,2026-07-15T06:45:00,2026-07-15T06:45:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2501,QF,5017,QANTAS AIRWAYS,2026-07-15T06:45:00,2026-07-15T06:45:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2502,TG,4583,THAI AIRWAYS,2026-07-15T06:45:00,2026-07-15T06:45:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2503,VN,3299,VIETNAM AIRLINES,2026-07-15T06:45:00,2026-07-15T06:45:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2504,AM,7864,AERO MEXICO,2026-07-15T06:50:00,2026-07-15T06:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,ON TIME,בזמן,0.0,0.0
2505,BT,6673,AIR BALTIC,2026-07-15T06:50:00,2026-07-15T06:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,ON TIME,בזמן,0.0,0.0
2506,KL,2473,K.L.M.,2026-07-15T06:50:00,2026-07-15T06:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,ON TIME,בזמן,0.0,0.0
2507,LY,337,EL AL ISRAEL AIRLINES,2026-07-15T06:50:00,2026-07-15T06:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,ON TIME,בזמן,0.0,0.0
2508,SK,3155,SAS,2026-07-15T06:50:00,2026-07-15T06:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,ON TIME,בזמן,0.0,0.0
2509,DL,7444,DELTA AIRLINES,2026-07-15T06:55:00,2026-07-15T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2510,DL,7447,DELTA AIRLINES,2026-07-15T06:55:00,2026-07-15T06:55:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2511,LY,010,EL AL ISRAEL AIRLINES,2026-07-15T06:55:00,2026-07-15T06:55:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2512,LY,028,EL AL ISRAEL AIRLINES,2026-07-15T06:55:00,2026-07-15T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
